indicator,country,countryiso3code,date,value,unit,obs_status,decimal,data_mode
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1976,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1977,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1978,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1979,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1980,4.6978,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1981,5.6123,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1982,6.6046,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1983,7.6792,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1984,8.8404,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1985,10.0921,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1986,11.4379,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1987,12.881,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1988,14.4236,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1989,16.0675,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1990,17.8133,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1991,19.6608,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1992,21.6084,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1993,23.6534,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1994,25.7915,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1995,28.0173,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1996,30.3236,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1997,32.7022,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1998,35.1433,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,1999,37.6359,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2000,40.1681,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2001,42.7273,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2002,45.3,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2003,47.8727,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2004,50.4319,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2005,52.9641,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2006,55.4567,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2007,57.8978,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2008,60.2764,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2009,62.5827,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2010,64.8085,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2011,66.9466,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2012,68.9916,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2013,70.9392,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2014,72.7867,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2015,74.5325,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2016,76.1764,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2017,77.719,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2018,79.1621,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2019,80.5079,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2020,81.7596,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2021,82.9208,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2022,83.9954,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2023,84.9877,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'MY', 'value': 'Malaysia'}",MYS,2024,85.9022,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1960,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1961,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1962,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1963,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1964,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1965,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1966,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1967,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1968,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1969,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1970,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1971,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1972,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1973,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1974,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1975,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1976,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1977,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1978,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1979,,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1980,1.8225,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1981,2.6026,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1982,3.4588,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1983,4.3969,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1984,5.4225,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1985,6.5413,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1986,7.7587,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1987,9.0798,,,1,fallback_demo
"{'id': 'IT.NET.USER.ZS', 'value': 'Individuals using the Internet (% of population)'}","{'id': 'SG', 'value': 'Singapore'}",SGP,1988,10.5092,,,1,fallback_demo
